male,height33,gwage33
1,70.866142,4.8717947
1,68.503937,12.4
1,72.834648,17.435898
1,67.716537,4.1346154
1,68.503937,5.1282053
1,72.440948,5
1,69.685036,4.9857144
1,68.897636,7.6666665
1,67.716537,6.7073169
1,68.503937,5.6896553
1,68.110237,2.183908
1,71.653542,8.6400003
1,68.110237,7.1794872
1,72.440948,4.1666665
1,68.897636,7.7574997
1,73.622047,5.6756759
1,72.047241,4.3461537
1,70.078743,7.1999998
1,68.897636,5.8461537
1,70.078743,5.98
1,70.866142,7
1,67.322838,8.6206894
1,70.866142,4.7368422
1,70.472443,6.6666665
1,70.472443,5.2926831
1,74.409447,5.1282053
1,73.622047,9
1,67.322838,7.3170733
1,68.897636,6.4864864
1,67.322838,10.27027
1,66.929131,3.6153846
1,74.015747,10
1,72.440948,7.5789475
1,68.503937,10.316667
1,72.440948,5.5768418
1,75.984253,9.2105265
1,70.866142,6.9473686
1,65.354332,6.3157897
1,72.440948,6
1,70.078743,7
1,69.291336,5.4545455
1,64.960632,3.75
1,70.078743,4.6428571
1,68.110237,6.4926314
1,67.716537,10
1,73.228348,8.9189186
1,68.897636,6.6666665
1,70.472443,14.88
1,75.984253,4.3333335
1,69.685036,4.6666665
1,68.503937,11
1,70.472443,8.8461542
1,68.897636,5.7600002
1,66.141731,12.361111
1,74.409447,10
1,66.141731,5.2363634
1,68.503937,14.666667
1,69.291336,6.4864864
1,69.685036,6.4000001
1,70.078743,11.428572
1,70.078743,7.75
1,66.929131,5.6410255
1,70.472443,6
1,67.716537,7.257143
1,74.015747,6.9166665
1,27.952755,8.333333
1,73.228348,3.025641
1,66.929131,4.9000001
1,72.047241,5.1668
1,70.866142,6.4000001
1,68.110237,8.2972975
1,70.866142,8.8000002
1,73.228348,9.1428576
1,70.078743,8.25
1,72.834648,5.1282053
1,71.653542,8.1632433
1,64.173225,5.8333335
1,70.078743,13.333333
1,70.078743,8.75
1,68.897636,6.3000002
1,68.897636,7.8000002
1,67.716537,7.3010526
1,68.503937,9.1836739
1,70.866142,8.3999996
1,66.929131,8.3999996
1,70.078743,6.96
1,67.322838,8.333333
1,71.259842,4
1,68.503937,5.4054055
1,70.472443,12
1,68.897636,9.4594593
1,72.440948,7.1052632
1,70.866142,4.1999998
1,71.653542,4.5
1,66.929131,4.2307692
1,69.291336,6.25
1,66.929131,3.75
1,70.472443,14.797714
1,66.929131,4.625
1,73.622047,6.7111111
1,74.015747,5.6410255
1,68.110237,5.7692308
1,67.716537,9.7297297
1,67.322838,6.0631576
1,71.259842,30
1,67.716537,7.4468083
1,70.078743,8.6057148
1,68.897636,3.7777777
1,69.291336,8
1,67.716537,5.909091
1,70.078743,7.0434785
1,69.685036,5.6999998
1,71.653542,3.8399999
1,72.440948,7.4769235
1,70.472443,4.7948718
1,70.472443,8.0526314
1,68.897636,4.53125
1,67.716537,4.9283338
1,66.141731,4.875
1,70.472443,9.666667
1,78.346458,7.4000001
1,70.866142,12.355556
1,68.897636,11
1,68.110237,5.7142859
1,72.834648,9.375
1,68.897636,6.3157897
1,71.259842,7.8947368
1,70.078743,3.4000001
1,69.685036,4.8333335
1,69.291336,5.5
1,67.322838,4.9263158
1,68.110237,6.6666665
1,64.960632,8
1,23.228346,64.285713
1,71.259842,10.588235
1,68.110237,6.5945945
1,70.866142,11.5
1,70.866142,15.2
1,68.503937,10.5
1,71.259842,3.8636363
1,68.897636,9.7297297
1,71.259842,4.2545457
1,68.897636,5.5
1,67.716537,8.5714283
1,67.322838,2.4742267
1,72.047241,5.25
1,71.259842,11.315789
1,67.716537,7.8000002
1,70.078743,5.75
1,66.929131,9
1,69.291336,6.1052632
1,71.259842,5
1,70.866142,7.8958335
1,72.440948,4.3265305
1,73.622047,10.5
1,69.685036,13.090909
1,70.866142,8.5019999
1,71.653542,2.1381817
1,73.622047,4.375
1,70.472443,61.276596
1,72.047241,12.444445
1,67.716537,15.777778
1,64.173225,7.9268293
1,76.377953,12.3375
1,70.472443,8.625
1,67.322838,7.8378377
1,70.866142,4.6857142
1,71.653542,6.7567568
1,67.716537,4.5897436
1,68.897636,7.9800005
1,69.685036,117.33334
1,67.716537,4.7619047
1,70.472443,5.75
1,70.078743,5.875
1,73.622047,8.5294113
1,74.015747,7.1794872
1,71.259842,8.5
1,68.110237,6.2399998
1,70.866142,8.2434149
1,68.897636,8.0555553
1,72.834648,7.1428571
1,67.322838,13.333333
1,72.440948,4.7619047
1,68.503937,1.15
1,70.078743,10
1,68.897636,5.478857
1,70.078743,10.8
1,74.015747,7.0270271
1,70.078743,6.7163634
1,70.866142,5.8514285
1,65.748032,7.0511999
1,70.078743,5.7142859
1,68.897636,8.4210529
1,72.834648,3.8666666
1,68.503937,12.432432
1,66.929131,3.974359
1,67.716537,8.727273
1,67.322838,5.8333335
1,75.196854,7.8461537
1,68.110237,8.333333
1,66.929131,9
1,63.779526,6.9565215
1,74.409447,5.3333335
1,73.228348,7.5
1,68.503937,106.66666
1,64.566933,5.319149
1,68.110237,6.0784316
1,64.960632,5
1,70.078743,8.5714283
1,68.503937,5.7142859
1,67.716537,5.8974357
1,68.110237,5.5
1,70.078743,5.090909
1,71.259842,9.375
1,70.078743,11.891891
1,68.897636,5.1063828
1,72.047241,12.378378
1,70.472443,8.8095236
1,68.503937,5.7777777
1,66.141731,8.0555553
1,70.078743,5.5999999
1,68.503937,8
1,74.015747,7.6199999
1,70.078743,8.0769234
1,66.929131,2.8205128
1,67.322838,4.1999998
1,69.291336,6.6666665
1,70.472443,5.0769229
1,66.141731,5.2325583
1,68.110237,8.75
1,72.834648,10
1,72.047241,5.15625
1,74.015747,15.263158
1,67.322838,5.8690906
1,72.834648,6.4000001
1,64.960632,8.1000004
1,72.834648,6.4285712
1,67.716537,3.3499999
1,72.047241,12.162162
1,72.047241,8.5
1,68.110237,5.8666668
1,67.322838,64.102562
1,71.653542,10.256411
1,70.866142,11
1,69.291336,6.3829789
1,70.078743,5.5555553
1,68.897636,6.6666665
1,70.078743,8.8888893
1,71.653542,17.280001
1,67.322838,5.2999997
1,71.259842,11.675675
1,72.047241,6.2526317
1,70.866142,9.7297297
1,68.897636,9.2307692
1,67.716537,12
1,72.047241,9.5
1,71.259842,5.5999999
1,69.685036,11.636757
1,66.535431,3
1,68.110237,7
1,68.897636,17.777779
1,67.322838,8
1,72.834648,8.6486483
1,70.078743,12.5
1,68.503937,7.8222222
1,70.472443,6.4864864
1,65.354332,12.5
1,73.622047,5.0307693
1,72.834648,8.8285713
1,68.503937,5.2727275
1,68.110237,6.9444447
1,70.472443,5.8974357
1,74.803146,6.875
1,69.685036,4.6153846
1,70.078743,7.5714288
1,72.440948,7.4832001
1,70.078743,5.978261
1,69.291336,7.647059
1,69.291336,5.4545455
1,69.291336,11.25
1,75.590553,5.5555553
1,65.748032,4.2880001
1,71.259842,8.086957
1,68.110237,9.0666666
1,68.110237,8.7567568
1,67.716537,5.46875
1,71.653542,5.4054055
1,73.228348,7.1111112
1,65.748032,54.339622
1,69.291336,4.6153846
1,71.653542,6.7636366
1,72.834648,8.5333338
1,70.866142,6.25
1,63.385826,5.8928571
1,72.834648,9.3999996
1,70.078743,11.184211
1,70.078743,6.25
1,70.472443,3.3333333
1,76.771652,9.8000002
1,71.653542,8.9743586
1,70.472443,3.5102041
1,69.291336,6.4000001
1,70.472443,11.403244
1,70.078743,11.2
1,64.960632,9.6000004
1,73.622047,2.6190476
1,70.472443,7.6410255
1,68.110237,11.200001
1,75.984253,6.8000002
1,72.047241,7.6738462
1,68.110237,8.7179489
1,68.110237,5.625
1,73.228348,13.6
1,70.078743,12.4
1,67.716537,5.3023257
1,68.110237,5.5652175
1,71.653542,9.7142859
1,62.204723,7.2666669
1,69.291336,8.9743586
1,69.685036,8.5028572
1,68.897636,11.144444
1,68.897636,9
1,68.897636,5.7065215
1,68.110237,10.2
1,72.834648,5.4761906
1,70.866142,5.609756
1,64.960632,7.0512819
1,69.685036,14.358974
1,73.228348,10.526316
1,68.897636,8.6999998
1,70.078743,9.3915787
1,63.779526,5.909091
1,67.716537,7.4659457
1,71.259842,8.3783779
1,70.866142,7.5555553
1,69.685036,3
1,64.566933,8.2142859
1,68.897636,5.3333335
1,71.259842,7.2916665
1,67.716537,4.6646152
1,67.716537,5.847826
1,70.472443,7.6315789
1,71.653542,10.27027
1,69.685036,12
1,69.685036,6.1538463
1,69.291336,9
1,63.779526,4.7485714
1,68.110237,4.0816326
1,69.291336,4.7272725
1,70.078743,5.8333335
1,75.984253,9.5
1,71.653542,5.5384617
1,69.685036,4.2191782
1,71.259842,9.4594593
1,64.566933,4.8000002
1,73.228348,5.5555553
1,68.897636,5.1315789
1,70.472443,7.5
1,67.716537,6.6666665
1,74.409447,4.8571429
1,68.897636,10
1,76.377953,11.631579
1,67.322838,3.1052632
1,75.984253,14.444445
1,68.897636,4
1,70.472443,5.1282053
1,65.748032,6.6666665
1,68.897636,6.4516129
1,65.748032,4.6666665
1,68.897636,4.7368422
1,65.748032,5.25
1,69.291336,4.1666665
1,73.228348,11.702127
1,70.472443,10.971429
1,70.472443,6
1,66.535431,8.5
1,68.503937,9.1836739
1,68.110237,7.3076925
1,68.897636,16.216217
1,73.622047,4.1142859
1,66.929131,7.2972975
1,67.716537,7.6215787
1,68.897636,3.9749999
1,75.984253,18.90909
1,30.708662,4.9545455
1,62.992126,10.285714
1,66.929131,4.7619047
1,71.259842,63.157894
1,66.929131,6.4666667
1,68.897636,11.2
1,70.866142,7.826087
1,67.322838,5.7272725
1,70.866142,5
1,73.228348,8.5714283
1,68.897636,50
1,70.472443,13.2
1,67.716537,6
1,70.472443,8.8888893
1,72.440948,11.2
1,66.535431,6.1666665
1,68.110237,8.3999996
1,69.685036,9.3818178
1,70.472443,11
1,66.141731,4.6511626
1,72.047241,15.131579
1,68.503937,7.9487181
1,69.685036,14.285714
1,67.322838,6.0540543
1,71.259842,10.666667
1,71.653542,3.5
1,70.078743,9.0666666
1,75.984253,11.4
1,70.866142,8.5
1,69.291336,8.4324322
1,71.259842,15
1,68.110237,4.8717947
1,74.015747,7.5
1,73.228348,5.4000001
1,74.015747,8.333333
1,68.503937,4.4444447
1,66.535431,4.3636365
1,69.685036,13.866667
1,66.535431,5.3333335
1,70.078743,8.75
1,68.110237,28.001999
1,68.110237,5.2272725
1,67.322838,4.390244
1,70.078743,132.63158
1,71.259842,7.5744681
1,70.472443,4
1,67.716537,7.0702705
1,72.047241,8.5405407
1,70.866142,5.3333335
1,71.259842,8
1,66.141731,40
1,68.503937,8.5526314
1,66.929131,8.1081085
1,67.716537,10.833333
1,72.834648,2.9000001
1,68.503937,6.9047618
1,74.015747,9.4339619
1,68.503937,7.7777777
1,65.354332,7.0789475
1,65.748032,14.054054
1,62.992126,3.2894738
1,67.716537,11.6
1,66.141731,8
1,69.685036,4.4444447
1,72.047241,9.3789473
1,68.897636,10.491429
1,69.685036,5.4545455
1,68.110237,4.5
1,75.984253,10.5
1,70.078743,8
1,62.598427,9.6000004
1,70.866142,8.5973339
1,66.535431,15
1,74.015747,102.08334
1,70.472443,14.4
1,70.866142,4.5238094
1,72.834648,12
1,68.110237,4.8000002
1,69.685036,3.75
1,72.047241,6.1999998
1,68.503937,8.5106382
1,66.535431,4.5999999
1,70.472443,8.1714287
1,69.291336,9
1,70.472443,6.1237841
1,68.110237,5.1999998
1,69.291336,10.909091
1,74.015747,7.4666667
1,68.110237,4.7857141
1,67.322838,20.571428
1,68.110237,12
1,70.078743,12.727273
1,73.228348,6.3513513
1,70.078743,13.799999
1,72.440948,16.5
1,74.015747,5.2340426
1,66.535431,10.810811
1,68.897636,6.3157897
1,67.322838,12.147568
1,70.866142,13.2
1,70.472443,10
1,68.897636,10.216216
1,72.047241,8.333333
1,74.409447,7.7333331
1,72.440948,6
1,70.866142,5.1578946
1,72.834648,8
1,69.685036,8.5
1,72.047241,9.7222223
1,71.259842,7.0512819
1,70.472443,7.1999998
1,70.078743,14.496
1,68.503937,14
1,66.929131,6.5555553
1,72.440948,13.378378
1,72.440948,8
1,68.897636,5.5263157
1,67.322838,13.714286
1,72.047241,14.4
1,68.110237,20
1,70.472443,10.75
1,72.047241,11.52
1,72.047241,5.4927273
1,70.472443,9.0810814
1,68.503937,6
1,70.472443,19.736841
1,75.196854,8.3819447
1,73.228348,12.888889
1,72.047241,8.3999996
1,68.503937,14.358109
1,68.897636,7.6758971
1,70.078743,4.0500002
1,69.291336,6.7777777
1,68.110237,10.8
1,69.685036,4
1,73.228348,10.105263
1,71.653542,5.4634147
1,68.897636,5.2307692
1,72.834648,8.666667
1,69.685036,6.4285712
1,70.472443,8.1081085
1,71.653542,10.2
1,70.078743,6.3965216
1,69.685036,8
1,74.015747,9.5238094
1,71.653542,10.5
1,72.440948,13.5
1,70.078743,9.9093332
1,70.866142,7.5
1,72.047241,7.1774192
1,70.472443,10.812973
1,67.716537,5.4054055
1,72.047241,6.0270271
1,70.472443,6.5789475
1,66.929131,8.4864864
1,71.259842,8
1,73.228348,6.7948718
1,65.748032,5.5128207
1,70.472443,8
1,68.110237,4
1,66.141731,8.4210529
1,74.409447,4.4736843
1,68.897636,4.8214288
1,72.047241,9
1,64.566933,7.552
1,71.653542,24.727272
1,75.590553,12.5
1,71.653542,6.086154
1,70.472443,7.6246152
1,66.141731,7.2631578
1,68.503937,6.8493152
1,65.748032,10.476191
1,75.984253,16
1,67.716537,4.0625
1,70.866142,5.8333335
1,73.228348,4.5404167
1,69.291336,14.666667
1,70.078743,3.5897436
1,68.897636,6
1,72.047241,4.2111111
1,66.535431,2.5714285
1,67.716537,3.8333333
1,70.078743,13.513514
1,66.141731,9.5
1,65.748032,12.371134
1,70.472443,5.1396923
1,66.929131,8
1,69.291336,6.9230771
1,67.716537,4.7894735
1,70.866142,4
1,70.472443,6.5384617
1,73.622047,7.7333331
1,68.897636,4.860465
1,70.078743,8.6400003
1,67.716537,3.6666667
1,67.716537,7.8782053
1,69.685036,4.9749999
1,69.685036,16.31579
1,66.141731,4.8888888
1,70.472443,5
1,68.503937,6.8600001
1,73.228348,7.4418607
1,70.472443,9.7777777
1,68.897636,8.3999996
1,68.897636,8
1,31.889763,21.333334
1,74.409447,11.547429
1,74.409447,9.6894445
1,67.716537,4.6153846
1,68.897636,4.4000001
1,71.653542,4.7142859
1,65.354332,17.142857
1,67.322838,7.0769229
1,67.322838,4.6904764
1,70.866142,4
1,66.929131,6.9333334
1,76.377953,7.3296003
1,69.291336,6.6700001
1,71.259842,20
1,68.503937,3.2564104
1,69.291336,11
1,69.291336,3.9583333
1,67.322838,9.066
1,72.047241,6.1224489
1,66.141731,10
1,69.685036,10.5
1,69.291336,5
1,67.716537,9.130435
1,63.385826,8.1081085
1,68.897636,8.8000002
1,70.866142,6.1621623
1,68.503937,12
1,69.685036,2.8599999
1,72.047241,13.191489
1,71.653542,4.7027025
1,69.685036,13.888889
1,72.834648,.54857147
1,65.748032,4.3076925
1,68.503937,7.1428571
1,70.078743,11.351352
1,69.291336,4.75
1,65.748032,5.3684211
1,65.354332,5.2199998
1,70.866142,9.4736843
1,66.929131,11.918919
1,74.015747,10
1,67.716537,5.909091
1,70.078743,7.2750001
1,68.897636,27.891891
1,63.385826,5.5
1,74.803146,10.133333
1,72.047241,11.538462
1,66.929131,7.2272725
1,74.803146,6.5454545
1,67.716537,10.08
1,66.929131,13.5
1,66.141731,10.666667
1,66.929131,5.1351352
1,69.291336,5.8000002
1,71.653542,8.4499998
1,70.866142,7.1428571
1,73.622047,6.4000001
1,69.291336,5.4363637
1,66.141731,8.3999996
1,71.653542,8.8000002
1,70.078743,15.263158
1,71.653542,9
1,72.440948,28.571428
1,72.440948,9.4588575
1,69.291336,11.064285
1,68.503937,8.1428576
1,71.259842,4.5957446
1,70.078743,11.636364
1,74.803146,6.8000002
1,71.259842,8.0769234
1,72.834648,4
1,67.716537,8.5
1,75.590553,6.6666665
1,66.141731,9.7297297
1,73.622047,6.6666665
1,68.897636,7.6216216
1,70.078743,6
1,66.535431,4.8974357
1,68.110237,11.107693
1,69.291336,48
1,68.897636,6
1,68.897636,4.0999999
1,67.322838,13.714286
1,71.653542,7.5675673
1,68.897636,4.3589745
1,66.141731,11.027027
1,66.929131,18.227272
1,70.078743,8.8888893
1,68.897636,4.1025643
1,66.141731,4.0229883
1,66.141731,5.2083335
1,26.771654,7.0625
1,63.779526,8
1,69.685036,4
1,71.653542,6.0869565
1,70.078743,4.7619047
1,72.440948,6.25
1,72.834648,5.5
1,71.259842,9.130435
1,74.409447,10.666667
1,72.834648,9
1,71.653542,4.4749999
1,71.653542,4.4307694
1,74.015747,14.4
1,73.228348,9.333333
1,71.653542,4.7399998
1,66.929131,7.818182
1,70.472443,8.5714283
1,69.291336,4.0975609
1,69.685036,10
1,69.685036,11.52
1,66.141731,9.3450003
1,72.834648,5.3333335
1,72.047241,12
1,69.291336,5.2941175
1,69.291336,4
1,75.590553,6.7210808
1,74.015747,10.057143
1,70.866142,8.8000002
1,69.291336,4.5192308
1,71.259842,8.363636
1,69.291336,8.5714283
1,68.110237,4
1,69.685036,7.7448649
1,70.866142,7.5555553
1,67.322838,12.222222
1,72.834648,22.380953
1,70.866142,10.436129
1,75.196854,7.8000002
1,74.803146,4.4444447
1,69.291336,10
1,70.472443,7.8571429
1,70.078743,15.217391
1,73.622047,21.777779
1,70.078743,9.2307692
1,67.322838,6.0714288
1,72.834648,10.256411
1,68.503937,12
1,70.866142,11.707317
1,65.748032,5.3333335
1,71.259842,3.2368422
1,68.503937,7
1,64.566933,5.7692308
1,72.047241,7.0769229
1,68.110237,7.0212765
1,70.866142,8.742857
1,67.716537,9.165
1,68.503937,10.75
1,74.015747,4.7906976
1,67.716537,13.714286
1,74.409447,4.7619047
1,65.748032,7.311111
1,67.716537,7.4015999
1,69.291336,34.857143
1,70.866142,19.200001
1,70.472443,8.2777777
1,70.472443,7.7777777
1,69.685036,7.75
1,72.047241,13.333333
1,70.866142,30.76923
1,67.322838,8.5333338
1,71.259842,10.08
1,71.653542,9.0285711
1,66.929131,25.710001
1,67.716537,7.1428571
1,71.653542,11.75
1,70.866142,13.891556
1,69.685036,13.333333
1,70.472443,15.135135
1,68.897636,7.1111112
1,68.110237,6.8000002
1,68.897636,17.948717
1,74.015747,8
1,68.897636,9.6000004
1,67.716537,8.6486483
1,72.834648,7.7777777
1,70.078743,7.0805554
1,71.653542,10
1,72.047241,14.074074
1,63.779526,4.704
1,70.078743,14.893617
1,66.929131,4.3541665
1,68.503937,14.736842
1,71.259842,7.1111112
1,68.897636,6.9729729
1,69.685036,15
1,69.685036,6.1016951
1,70.472443,16.4
1,69.291336,5.7777777
1,67.716537,9.0810814
1,68.897636,11
1,69.685036,12.218182
1,32.283466,10
1,68.503937,14
1,68.897636,12.777778
1,70.472443,100.2
1,67.716537,11.5
1,68.897636,10.4
1,70.078743,3.0166667
1,68.110237,5.3000002
1,74.015747,4.7619047
1,71.259842,21.333334
1,64.173225,9.6000004
1,68.503937,4.1599998
1,68.503937,7.8545456
1,64.173225,10
1,69.685036,9.8369999
1,70.472443,8
1,68.503937,8.0281687
1,72.047241,7.7386665
1,65.354332,37.5
1,68.110237,6.1333332
1,71.653542,2.4000001
1,70.078743,12
1,70.472443,8.3999996
1,69.291336,10.08
1,73.622047,9.8400002
1,68.110237,13.894737
1,67.322838,10
1,70.078743,9.1199999
1,68.897636,11.052631
1,71.259842,4.8000002
1,68.503937,9.9210529
1,66.141731,8.7894735
1,72.047241,8.8000002
1,70.472443,6.75
1,66.929131,8
1,70.078743,15.157895
1,71.653542,7.1375999
1,70.472443,7
1,74.409447,11.111111
1,74.803146,4.4444447
1,70.866142,4
1,74.803146,9.4594593
1,68.110237,6.3333335
1,69.685036,8.75
1,71.653542,7.7837839
1,71.259842,10
1,70.866142,7.8333335
1,67.716537,3.8108108
1,67.716537,11.875
1,70.078743,5.4987502
1,66.929131,12
1,66.535431,7.8000002
1,72.440948,84.538376
1,68.110237,7.5
1,70.078743,6.8571429
1,76.377953,14.634147
1,75.984253,20
1,71.653542,13.142858
1,68.897636,8.4631577
1,71.653542,4.7307692
1,74.409447,6.8888888
1,70.078743,6
1,55.90551,19.799999
1,68.110237,6.5714288
1,68.110237,8.9616661
1,67.716537,11
1,70.078743,11.904762
1,63.779526,5.5
1,74.015747,14.117647
1,68.110237,6.3333335
1,68.503937,11.636364
1,67.322838,10.6
1,69.685036,7.1428571
1,68.503937,7.5500002
1,69.685036,7.4285712
1,68.897636,3.3846154
1,71.259842,7.5555553
1,71.653542,12
1,67.716537,12.324325
1,69.685036,6.0897436
1,68.503937,6.3333335
1,67.322838,4.875
1,67.716537,13.5984
1,68.110237,7.0270271
1,70.472443,12
1,66.929131,5.1111112
1,65.354332,8.2545452
1,69.291336,17.142857
1,67.716537,3.2162163
1,71.653542,91.5
1,67.322838,8
1,69.291336,10.378378
1,67.716537,10.2
1,69.685036,7.8947368
1,68.110237,19.200001
1,74.015747,5.125
1,74.803146,13.888889
1,66.141731,11.052631
1,70.866142,9.6000004
1,68.503937,6.6486487
1,63.385826,10.800556
1,72.047241,9.166667
1,73.622047,10.526316
1,72.047241,8
1,71.259842,8.5714283
1,68.897636,5
1,62.992126,11.111111
1,69.685036,6.9387755
1,72.047241,25.454546
1,68.897636,4.9250002
1,68.503937,10.454545
1,66.141731,5.8333335
1,70.078743,6.4000001
1,67.322838,25
1,68.110237,9.0450001
1,67.716537,6.4102564
1,75.590553,9.6000004
1,72.047241,11.368421
1,68.503937,6.9533334
1,70.866142,7.7142859
1,66.141731,8.666667
1,72.047241,12.820513
1,67.716537,12
1,72.834648,6.295814
1,74.015747,13.72093
1,74.015747,1.74
1,70.078743,8.2142859
1,70.078743,5.4054055
1,72.047241,10
1,71.259842,10.378378
1,66.141731,7.647059
1,68.897636,15.466666
1,71.259842,12.888889
1,68.897636,3.8
1,66.535431,9.304348
1,73.228348,12.5
1,70.078743,6.7857141
1,67.716537,7.609756
1,73.622047,6.8666668
1,66.141731,8
1,72.440948,13.6
1,72.440948,3.409091
1,72.834648,13.68
1,69.291336,50.400002
1,72.834648,5.5238094
1,75.590553,10
1,68.110237,4.8971429
1,69.685036,17.297297
1,68.897636,16.571428
1,68.110237,16.200001
